Дата,Категория,Продукт,Цена,Количество,Выручка,Регион,Тип клиента
2024-06-06,Одежда,Платье,40793,7,285551,Казань,Новый
2024-02-02,Дом и сад,Мебель,67140,3,201420,Екатеринбург,Постоянный
2023-06-11,Спорт,Велосипед,92355,1,92355,Новосибирск,Постоянный
2023-01-18,Спорт,Коврик,77370,3,232110,Новосибирск,Новый
2024-01-24,Дом и сад,Мебель,41038,6,246228,СПб,Новый
2024-09-08,Спорт,Коврик,14126,2,28252,Екатеринбург,Новый
2023-06-02,Книги,Биография,54339,2,108678,Москва,Постоянный
2024-10-23,Спорт,Коврик,90732,5,453660,Екатеринбург,Постоянный
2023-06-29,Спорт,Коврик,23767,4,95068,Казань,Постоянный
2024-11-02,Дом и сад,Декор,93410,2,186820,Екатеринбург,Новый
2024-10-26,Электроника,Наушники,53385,5,266925,Москва,Новый
2023-11-09,Книги,Биография,86999,1,86999,Новосибирск,Новый
2023-08-30,Одежда,Кроссовки,32158,3,96474,Новосибирск,Новый
2024-10-29,Одежда,Куртка,29433,7,206031,Казань,Новый
2024-04-13,Книги,Детектив,68498,2,136996,СПб,Постоянный
2024-10-04,Одежда,Футболка,53370,10,533700,Новосибирск,Постоянный
2023-08-21,Электроника,Смартфон,65891,4,263564,Казань,Постоянный
2024-09-22,Одежда,Джинсы,26047,5,130235,Москва,Новый
2023-10-13,Спорт,Велосипед,62374,7,436618,Казань,Постоянный
2024-11-28,Дом и сад,Мебель,18601,3,55803,СПб,Постоянный
2023-04-03,Одежда,Кроссовки,92583,1,92583,Екатеринбург,Новый
2024-06-05,Книги,Учебник,3643,4,14572,Казань,Постоянный
2024-09-17,Электроника,Наушники,41538,5,207690,Москва,Новый
2024-11-10,Книги,Учебник,93692,10,936920,Новосибирск,Постоянный
2023-12-14,Дом и сад,Инструменты,74109,6,444654,Казань,Новый
2023-05-28,Дом и сад,Текстиль,77432,9,696888,Екатеринбург,Постоянный
2024-10-30,Дом и сад,Инструменты,50047,8,400376,Казань,Новый
2023-04-18,Спорт,Велосипед,88179,5,440895,СПб,Постоянный
2024-03-02,Книги,Фантастика,91640,1,91640,Новосибирск,Новый
2024-03-05,Спорт,Велосипед,66028,3,198084,Екатеринбург,Постоянный
2024-11-18,Электроника,Ноутбук,45213,9,406917,Москва,Новый
2023-10-28,Одежда,Платье,97766,3,293298,Москва,Постоянный
2023-09-27,Дом и сад,Текстиль,83973,7,587811,Казань,Новый
2024-09-12,Дом и сад,Текстиль,28773,10,287730,Новосибирск,Новый
2024-11-01,Спорт,Гантели,26665,10,266650,Екатеринбург,Новый
2023-08-22,Книги,Фантастика,96802,9,871218,Казань,Новый
2023-04-28,Книги,Детектив,57316,6,343896,СПб,Постоянный
2024-06-15,Книги,Роман,79920,10,799200,СПб,Постоянный
2023-11-14,Спорт,Форма,42740,10,427400,Екатеринбург,Постоянный
2024-12-07,Электроника,Умные часы,65513,6,393078,Казань,Постоянный
2023-08-17,Спорт,Мяч,27057,1,27057,Казань,Постоянный
2023-06-16,Дом и сад,Декор,40766,2,81532,Казань,Новый
2024-09-18,Спорт,Велосипед,56315,9,506835,Новосибирск,Постоянный
2023-05-31,Дом и сад,Мебель,78497,1,78497,СПб,Постоянный
2024-11-14,Электроника,Ноутбук,68023,9,612207,Москва,Постоянный
2024-12-06,Книги,Биография,59105,8,472840,СПб,Постоянный
2023-07-15,Одежда,Кроссовки,59691,7,417837,Казань,Постоянный
2024-10-18,Дом и сад,Инструменты,87655,3,262965,Новосибирск,Новый
2024-07-20,Электроника,Умные часы,50605,10,506050,Новосибирск,Новый
2023-09-21,Электроника,Умные часы,10912,4,43648,СПб,Постоянный
2024-07-15,Электроника,Наушники,82087,6,492522,Новосибирск,Постоянный
2023-01-19,Спорт,Коврик,43670,6,262020,Казань,Постоянный
2024-06-17,Дом и сад,Текстиль,49409,3,148227,Москва,Постоянный
2023-02-07,Одежда,Футболка,96300,3,288900,Новосибирск,Постоянный
2024-02-02,Одежда,Кроссовки,21032,9,189288,Казань,Новый
2024-08-01,Книги,Учебник,99202,4,396808,Казань,Постоянный
2024-07-27,Книги,Роман,59817,7,418719,Казань,Новый
2024-12-20,Дом и сад,Мебель,50557,5,252785,Казань,Новый
2024-09-21,Спорт,Велосипед,77099,1,77099,СПб,Постоянный
2023-04-22,Одежда,Платье,9523,5,47615,Казань,Новый
2024-10-28,Книги,Фантастика,31025,2,62050,Казань,Постоянный
2024-10-01,Спорт,Мяч,83811,3,251433,Екатеринбург,Постоянный
2024-12-14,Одежда,Джинсы,80954,2,161908,Новосибирск,Новый
2024-11-14,Одежда,Платье,28221,3,84663,СПб,Постоянный
2023-05-03,Спорт,Форма,97108,10,971080,Новосибирск,Новый
2023-07-02,Одежда,Джинсы,55818,10,558180,Москва,Постоянный
2023-01-24,Книги,Фантастика,55483,10,554830,Новосибирск,Постоянный
2024-06-11,Электроника,Умные часы,19310,10,193100,Казань,Новый
2024-03-23,Книги,Учебник,17070,8,136560,Казань,Новый
2024-08-03,Дом и сад,Мебель,59159,9,532431,Екатеринбург,Новый
2024-11-21,Книги,Биография,16395,8,131160,Казань,Постоянный
2023-06-24,Спорт,Гантели,5214,9,46926,Екатеринбург,Постоянный
2024-07-04,Электроника,Ноутбук,44096,4,176384,Москва,Новый
2023-03-12,Дом и сад,Декор,29766,1,29766,Новосибирск,Постоянный
2023-03-02,Книги,Биография,92461,9,832149,Москва,Постоянный
2024-07-07,Одежда,Куртка,89737,8,717896,Москва,Новый
2024-09-26,Книги,Учебник,23912,4,95648,СПб,Новый
2023-01-12,Книги,Биография,76161,5,380805,Казань,Постоянный
2023-12-16,Книги,Роман,39050,9,351450,Казань,Новый
2024-10-11,Спорт,Гантели,79244,7,554708,Казань,Постоянный
2023-04-02,Дом и сад,Текстиль,52861,1,52861,Казань,Постоянный
2023-11-17,Дом и сад,Текстиль,61461,5,307305,Казань,Постоянный
2023-09-02,Спорт,Велосипед,27159,5,135795,Новосибирск,Новый
2024-04-16,Электроника,Ноутбук,62152,6,372912,Москва,Постоянный
2024-12-11,Одежда,Футболка,94250,1,94250,Москва,Новый
2023-01-11,Книги,Фантастика,28857,4,115428,Екатеринбург,Постоянный
2024-12-31,Книги,Биография,21364,9,192276,Казань,Новый
2023-11-22,Одежда,Футболка,74974,5,374870,СПб,Постоянный
2023-04-27,Дом и сад,Текстиль,25549,2,51098,СПб,Постоянный
2024-11-05,Книги,Биография,91466,1,91466,Екатеринбург,Новый
2023-08-22,Книги,Детектив,98019,9,882171,Казань,Новый
2024-04-14,Дом и сад,Текстиль,50254,10,502540,СПб,Постоянный
2023-09-18,Электроника,Умные часы,57417,7,401919,Екатеринбург,Новый
2024-08-02,Электроника,Планшет,99250,5,496250,Москва,Новый
2024-08-01,Одежда,Платье,18636,10,186360,СПб,Новый
2024-04-26,Спорт,Коврик,6793,9,61137,Екатеринбург,Постоянный
2024-01-02,Электроника,Ноутбук,32311,10,323110,Казань,Постоянный
2024-12-31,Одежда,Куртка,44514,5,222570,Екатеринбург,Новый
2024-04-07,Электроника,Наушники,31337,10,313370,Екатеринбург,Постоянный
2024-06-11,Дом и сад,Декор,98388,1,98388,СПб,Новый
2024-01-01,Электроника,Ноутбук,16692,1,16692,Новосибирск,Постоянный
2023-09-14,Книги,Учебник,76263,1,76263,Казань,Новый
2023-06-02,Дом и сад,Текстиль,22429,9,201861,Екатеринбург,Постоянный
2024-05-14,Книги,Роман,44520,10,445200,Новосибирск,Постоянный
2024-05-05,Одежда,Джинсы,26398,6,158388,Москва,Новый
2023-11-01,Спорт,Гантели,66950,8,535600,Казань,Постоянный
2024-09-29,Книги,Биография,29948,1,29948,Екатеринбург,Новый
2024-11-11,Спорт,Велосипед,52693,10,526930,Казань,Новый
2024-12-25,Книги,Фантастика,1393,7,9751,Казань,Постоянный
2024-08-02,Спорт,Коврик,45222,9,406998,Екатеринбург,Постоянный
2024-03-18,Электроника,Планшет,79038,8,632304,Москва,Новый
2024-10-06,Дом и сад,Посуда,66916,8,535328,Казань,Новый
2024-03-31,Книги,Фантастика,38028,1,38028,Москва,Новый
2024-01-02,Одежда,Футболка,67952,9,611568,Новосибирск,Новый
2023-06-07,Дом и сад,Мебель,18491,10,184910,Новосибирск,Новый
2024-05-24,Одежда,Платье,32094,6,192564,Казань,Новый
2023-10-26,Дом и сад,Текстиль,7397,10,73970,СПб,Постоянный
2024-07-05,Спорт,Форма,32125,8,257000,Казань,Новый
2023-11-04,Книги,Биография,9552,6,57312,Москва,Постоянный
2024-12-14,Спорт,Мяч,46390,1,46390,Казань,Постоянный
2023-12-18,Спорт,Мяч,8461,4,33844,СПб,Постоянный
